,0
0,3.3793213692566337
1,3.379341843402351
2,3.3793671070258213
3,3.379401586584281
4,3.3794096545691517
5,3.379421088886338
6,3.3793900769275176
7,3.3793768575161556
8,3.3793881783784467
9,3.379388973809377
10,3.3793838458327814
11,3.3794054942480796
12,3.3793716553765534
13,3.379390273472585
14,3.3793900333626823
15,3.3793735122238147
16,3.379365087594602
17,3.37935332319003
18,3.379379365140652
19,3.3793562181415178
20,3.379329867225862
21,3.3793285629557195
22,3.3793011478770727
23,3.3792739462525634
24,3.3792910517123684
25,3.3793340896584363
26,3.3792905455661946
27,3.3792477188361203
28,3.3792623353790767
29,3.3792746560504967
30,3.3792819792411706
31,3.379292101503019
32,3.379277522068795
33,3.3792841976326136
34,3.3792894028864997
35,3.379289271899589
36,3.3792757006523364
37,3.379240831331377
38,3.3792651812561854
39,3.379296314145458
40,3.379283292093041
41,3.379307934642
42,3.379279315647144
43,3.379293843614143
44,3.3792619161655764
45,3.379264450337139
46,3.379299873375798
47,3.3793028492690587
48,3.379291753304306
49,3.379280917095556
50,3.379288301964917
51,3.379266912863919
52,3.379276600940468
53,3.379296187842315
54,3.3792933151624047
55,3.3793164505468654
56,3.379261299385989
57,3.379266389068094
58,3.379260088886547
59,3.3792629826565843
60,3.3792856497145025
61,3.379309263915013
62,3.37929533117666
63,3.3793342788500667
64,3.379312598365532
65,3.3792944584893725
66,3.3792657829994566
67,3.3792381541207157
68,3.3792205130485877
69,3.379231287320837
70,3.3792359217640846
71,3.3792296604323813
72,3.3792230935707517
73,3.379217704551899
74,3.379230608670412
75,3.3792431227685005
76,3.3792567292913467
77,3.3792580216277193
78,3.3792509900273027
79,3.3792696580316437
80,3.37926471005639
81,3.3792667849129323
82,3.379257229705291
83,3.379221348449864
84,3.379206439342185
85,3.3792000288962516
86,3.3792055314264724
87,3.379214898426055
88,3.3792000052612123
89,3.379227559493804
90,3.3792233956708606
91,3.379207900803347
92,3.3792082836144512
93,3.379186944658095
94,3.3791911038285862
95,3.3791780542807386
96,3.3791875352975316
97,3.3791944560390803
98,3.3791915971184077
99,3.379214052953494
100,3.379194346318208
101,3.3791994585396328
102,3.37918695486725
103,3.379187005932527
104,3.3791719774030136
105,3.3791546880753733
106,3.3791546569936344
107,3.3791399724398477
108,3.3791534078069563
109,3.379148368667267
110,3.37914214656036
111,3.379117863427761
112,3.379133031718079
113,3.379130571474681
114,3.379150217797187
115,3.3791475519135137
116,3.379165111821689
117,3.379198443019933
118,3.379182339329009
119,3.3791801084103854
120,3.3791719378122322
121,3.379179403269446
122,3.379194578306385
123,3.379195884627153
124,3.3792053359251137
125,3.3792441100177317
126,3.3792222684185274
127,3.379228098604747
128,3.3792223899430436
129,3.3792127331367863
130,3.3792170536601933
131,3.3792034253840844
132,3.379199218873981
133,3.3792101651173736
134,3.3792064236375876
135,3.379174773515179
136,3.379200301714512
137,3.3791656231695066
138,3.3791925168995713
139,3.3791725390823184
140,3.3791628879563564
141,3.379183253123706
142,3.379192322958089
143,3.379221340199356
144,3.3792237330863144
145,3.3792108167944
146,3.379195769406208
147,3.3792106767924777
148,3.3792278429755034
149,3.3792450466685784
150,3.3792301650376886
151,3.379229294443852
152,3.379256079431252
153,3.379251894998964
154,3.3792886098288757
155,3.3792640332958723
156,3.379273737965683
157,3.379257491455825
158,3.3792895094447912
159,3.379288053905347
160,3.379284408917918
161,3.379298119925882
162,3.379280576816825
163,3.379311294186061
164,3.379330157129778
165,3.379325163460866
166,3.37929516836432
167,3.37929850270841
168,3.379269303675095
169,3.3792723021517204
170,3.379295756949984
171,3.3792846741954006
172,3.3793100424069102
173,3.379332659047308
174,3.379307589135119
175,3.379321256211436
176,3.37932139211733
177,3.3793268782968835
178,3.3793271021555493
179,3.3793367795200093
180,3.3793635510766733
181,3.3793641969323884
182,3.37934707967298
183,3.37936936030806
184,3.3793618916759143
185,3.3793504045740654
186,3.3793583435245815
187,3.3793153187635965
188,3.3793788185385374
189,3.3793529821908534
190,3.3793547770869834
191,3.3793396786025833
192,3.379383486398277
193,3.3793820156541385
194,3.3793634599512656
195,3.3793736340383598
196,3.379383820773326
197,3.3794114665879684
198,3.3794058363043846
199,3.3793831889225303
200,3.3794282984920003
201,3.3793878407909212
202,3.3794065207214143
203,3.3793921801967675
204,3.3794329857355403
205,3.3794375654867226
206,3.379434022649068
207,3.379419856260231
208,3.37943139222817
209,3.379453181620687
210,3.379411444745959
211,3.3794377677443745
212,3.379433572784964
213,3.3794331880535924
214,3.3794657548254565
215,3.379444296410216
216,3.3794408488220493
217,3.3794467460211286
218,3.379435864337384
219,3.3794344459879535
220,3.3794446473451294
221,3.3794525520401004
222,3.379463572091788
223,3.379478513712629
224,3.3794655302912555
225,3.379443021462221
226,3.379440618141421
227,3.379425075842717
228,3.3794314316605436
229,3.379427896196145
230,3.379433084090386
231,3.379409407016406
232,3.379406283136797
233,3.3794487686916694
234,3.3793996706402405
235,3.379389658614541
236,3.379388358418214
237,3.3794108728212886
238,3.3794230482879843
239,3.3794231283643548
240,3.3794489646903294
241,3.3794129127452712
242,3.3794117986255294
243,3.3794333153110494
244,3.379419605170748
245,3.379420856918978
246,3.3794016408448826
247,3.3794034736927476
248,3.379421461959448
249,3.379411277658161
250,3.379436697015531
251,3.3794172561091793
252,3.3794335667684905
253,3.379437830091621
254,3.3793762228121476
255,3.3793913621985916
256,3.379404752343819
257,3.379362227770986
258,3.3793520392179177
259,3.3793779951965606
260,3.3793723017816655
261,3.379354962639478
262,3.3793489300401935
263,3.379350380066907
264,3.379347491558417
265,3.3793348430867
266,3.3793442293359846
267,3.379361449272961
268,3.379363625650811
269,3.379405151378963
270,3.3793908611884578
271,3.379345118724532
272,3.3793820984323117
273,3.3793736062395414
274,3.379391715597019
275,3.379395252236738
276,3.37943171497888
277,3.379406866673193
278,3.3794207901207503
279,3.3794184317265565
280,3.3794256783469674
281,3.379399768868301
282,3.3794134738577832
283,3.379273410732747
284,3.379262379925252
285,3.379238780873139
286,3.3792237448302735
287,3.379246188045865
288,3.379207236964099
289,3.3792140226281084
290,3.37918825577845
291,3.379214672547578
292,3.3792298161671175
293,3.379241821034396
294,3.379182578934447
295,3.3792113730598246
296,3.379190127157326
297,3.379190871338977
298,3.379181457823308
299,3.379211901829872
300,3.379199957205695
301,3.3792080256897434
302,3.3792152996641844
303,3.3792361866832388
304,3.3792220673179143
305,3.379212198899682
306,3.379194145381805
307,3.3792155520546214
308,3.3792215669467773
309,3.3792355182530582
310,3.3791863596506673
311,3.379217012404558
312,3.379188929616033
313,3.379174783788994
314,3.3792241538970407
315,3.3792275590820418
316,3.3792011499854286
317,3.3792236355640486
318,3.3792022325003472
319,3.3792086826762473
320,3.3792043756028844
321,3.379225962822008
322,3.37921959262919
323,3.379246733571582
324,3.379247879014926
325,3.37922298511508
326,3.379285833778549
327,3.379253313393464
328,3.3792757745461497
329,3.3792598666193636
330,3.379272665854028
331,3.379286376950021
332,3.3793127007594386
333,3.379303815637526
334,3.379314480416635
335,3.3792880855239247
336,3.379281773054419
337,3.3792607473916094
338,3.3792734591366522
339,3.3792989064309733
340,3.3792648357516097
341,3.3792738253380463
342,3.3792352061882522
343,3.3792688479496307
344,3.379260425360206
345,3.3792611777488237
346,3.3792953588595678
347,3.3792840336459165
348,3.379317838965117
349,3.379308985610207
350,3.3792989221087963
351,3.379311449280332
352,3.3793086911021017
353,3.379313772396758
354,3.379290167311248
355,3.3792796289864233
356,3.3792846577990385
357,3.3793015641425734
358,3.379265183062522
359,3.3792837952106187
360,3.379295869013228
361,3.3793017514838453
362,3.3793100211986427
363,3.3792687286393104
364,3.3792866292946506
365,3.3792869229426032
366,3.3793114423572894
367,3.3793222288828333
368,3.379318462831013
369,3.3793205598617146
370,3.3793401446033213
371,3.3793198622635114
372,3.379317438981898
373,3.3793180224980626
374,3.379361950814765
375,3.379346416699975
376,3.3793678739257578
377,3.3793580070339893
378,3.379379531706362
379,3.379387014443316
380,3.3794039842530235
381,3.379392540250181
382,3.379398204991945
383,3.3793999153394623
384,3.379353730495279
385,3.379348699757603
386,3.3793651511180265
387,3.3793705247658288
388,3.3793690574606363
389,3.3793766737438715
390,3.379374975399509
391,3.379356937916314
392,3.3793307357930957
393,3.3793363625135857
394,3.379355144026405
395,3.3793562407443094
396,3.3793802870065512
397,3.3793885320805077
398,3.3793930168966817
399,3.379390184078835
400,3.3793965460889934
401,3.379424268559517
402,3.3794032139644083
403,3.3794549630964235
404,3.3794009996900596
405,3.3793915925455282
406,3.379422069926555
407,3.379435845079991
408,3.379447313399817
409,3.3794669267630457
410,3.379428575039077
411,3.379443526461132
412,3.379458705112434
413,3.379448312038946
414,3.3794496115998904
415,3.3794561332264976
416,3.379426559219092
417,3.379446285275467
418,3.3794386629406494
419,3.379450012045045
420,3.3794340656432453
421,3.3794301498506485
422,3.3794416468187363
423,3.37941478935878
424,3.3794169996051577
425,3.3794106988221855
426,3.3793955011617536
427,3.3794109813807545
428,3.3794604707802507
429,3.3794328949397148
430,3.379429775123987
431,3.3794384125134833
432,3.3794309152721205
433,3.3794437505411348
434,3.37944820310592
435,3.3794385447667286
436,3.3794230675272594
437,3.379446706966641
438,3.379451602496869
439,3.379451980010599
440,3.3794448375177604
441,3.379440316267932
442,3.3794648239553666
443,3.3794812200776
444,3.3794863173350698
445,3.3795029634042097
446,3.379499253389948
447,3.3795043414281056
